company,id,year,year end date,event,event date,liability,instrument,type,subtype,section,traded,price,spread
Glasgow District Subway (cable Rail),RL031,1913,31/12/1913,AU,04/02/1914,equity,common,,,no record found for company,FALSE,FALSE,FALSE
Glasgow District Subway (cable Rail),RL031,1913,31/12/1913,FC,08/02/1914,equity,common,,,no record found for company,FALSE,FALSE,FALSE
Glasgow District Subway (cable Rail),RL031,1913,31/12/1913,LC,18/02/1914,equity,common,,,no record found for company,FALSE,FALSE,FALSE
Glasgow District Subway (cable Rail),RL031,1913,31/12/1913,GM,18/02/1914,equity,common,,,no record found for company,FALSE,FALSE,FALSE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,equity,common,,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,equity,guaranteed,,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,equity,preferred,non-cumulative - first,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,equity,preferred,non-cumulative - second,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,equity,preferred,non-cumulative - third,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,debt,bond,Grand Trunk,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,debt,bond,consolidated,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,debt,bond,Great Western,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,debt,bond,Northern of Canada,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LD,12/09/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,FC,20/09/1913,equity,common,,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,FC,20/09/1913,equity,guaranteed,,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL033,1913,01/07/1913,FC,20/09/1913,equity,preferred,non-cumulative,first,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL034,1913,02/07/1913,FC,20/09/1913,equity,preferred,non-cumulative,second,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL035,1913,03/07/1913,FC,20/09/1913,equity,preferred,non-cumulative,third,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL036,1913,04/07/1913,FC,20/09/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL037,1913,05/07/1913,FC,20/09/1913,debt,bond,Grand Trunk,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL038,1913,06/07/1913,FC,20/09/1913,debt,bond,consolidated,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL039,1913,07/07/1913,FC,20/09/1913,debt,bond,Great Western,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL040,1913,08/07/1913,FC,20/09/1913,debt,bond,Northern of Canada,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL041,1913,09/07/1913,FC,20/09/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,equity,common,,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,equity,guaranteed,,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,equity,preferred,non-cumulative,first,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,equity,preferred,non-cumulative,second,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,equity,preferred,non-cumulative,third,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,debt,bond,Grand Trunk,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,debt,bond,consolidated,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,debt,bond,Great Western,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,debt,bond,Northern of Canada,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,AU,02/10/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,equity,common,,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,equity,guaranteed,,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,equity,preferred,non-cumulative,first,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,equity,preferred,non-cumulative,second,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,equity,preferred,non-cumulative,third,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,debt,bond,Grand Trunk,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,debt,bond,consolidated,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,debt,bond,Great Western,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,debt,bond,Northern of Canada,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,LC,23/10/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,equity,common,,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,equity,guaranteed,,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,equity,preferred,non-cumulative,first,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,equity,preferred,non-cumulative,second,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,equity,preferred,non-cumulative,third,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,debt,bond,Grand Trunk,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,debt,bond,consolidated,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,debt,bond,Great Western,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,debt,bond,Northern of Canada,,railways - british possessions,TRUE,TRUE,TRUE
Grand Trunk Railway of Canada,RL032,1913,30/06/1913,GM,23/10/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,debenture,5%,,railways - debenture stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,debenture,4-1/2%,,railways - debenture stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,debenture,3-1/2%,second,railways - debenture stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,guaranteed,preference,first - 4-1/2%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,guaranteed,preference,first - 3-1/2%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,guaranteed,preference,first - 6%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,guaranteed,preference,South-Yorkshire - rent-charge - 5% - irredeemable,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,guaranteed,preference,South-Yorkshire - rent-charge - 4-1/2% - perpetual,railways - guaranteed shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,5%,perpetual,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,4%,,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,5%,convertible - issued 1872,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,5%,convertible - issued 1874,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,5%,convertible - issued 1876,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,5%,convertible - issued 1879,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,5%,convertible - issued 1881,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,4%,issued 1889,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,4%,issued 1891,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LD,20/01/1914,equity,preferred,5%,issued 1894,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,debenture,5%,,railways - debenture stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,debenture,4-1/2%,,railways - debenture stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,debenture,3-1/2%,second,railways - debenture stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,guaranteed,preference,first - 4-1/2%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,guaranteed,preference,first - 3-1/2%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,guaranteed,preference,first - 6%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,guaranteed,preference,South-Yorkshire - rent-charge - 5% - irredeemable,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,guaranteed,preference,South-Yorkshire - rent-charge - 4-1/2% - perpetual,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,5%,perpetual,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,4%,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,5%,convertible - issued 1872,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,5%,convertible - issued 1874,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,5%,convertible - issued 1876,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,5%,convertible - issued 1879,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,5%,convertible - issued 1881,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,4%,issued 1889,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,4%,issued 1891,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,FC,31/01/1914,equity,preferred,5%,issued 1894,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,debenture,5%,,railways - debenture stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,debenture,4-1/2%,,railways - debenture stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,debenture,3-1/2%,second,railways - debenture stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,guaranteed,preference,first - 4-1/2%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,guaranteed,preference,first - 3-1/2%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,guaranteed,preference,first - 6%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,guaranteed,preference,South-Yorkshire - rent-charge - 5% - irredeemable,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,guaranteed,preference,South-Yorkshire - rent-charge - 4-1/2% - perpetual,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,5%,perpetual,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,4%,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,5%,convertible - issued 1872,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,5%,convertible - issued 1874,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,5%,convertible - issued 1876,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,5%,convertible - issued 1879,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,5%,convertible - issued 1881,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,4%,issued 1889,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,4%,issued 1891,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,AU,11/02/1914,equity,preferred,5%,issued 1894,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,debenture,5%,,railways - debenture stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,debenture,4-1/2%,,railways - debenture stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,debenture,3-1/2%,second,railways - debenture stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,guaranteed,preference,first - 4-1/2%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,guaranteed,preference,first - 3-1/2%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,guaranteed,preference,first - 6%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,guaranteed,preference,South-Yorkshire - rent-charge - 5% - irredeemable,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,guaranteed,preference,South-Yorkshire - rent-charge - 4-1/2% - perpetual,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,5%,perpetual,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,4%,,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,5%,convertible - issued 1872,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,5%,convertible - issued 1874,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,5%,convertible - issued 1876,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,5%,convertible - issued 1879,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,5%,convertible - issued 1881,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,4%,issued 1889,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,4%,issued 1891,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,LC,20/02/1914,equity,preferred,5%,issued 1894,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,debenture,5%,,railways - debenture stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,debenture,4-1/2%,,railways - debenture stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,debenture,3-1/2%,second,railways - debenture stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,guaranteed,preference,first - 4-1/2%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,guaranteed,preference,first - 3-1/2%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,guaranteed,preference,first - 6%,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,guaranteed,preference,South-Yorkshire - rent-charge - 5% - irredeemable,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,guaranteed,preference,South-Yorkshire - rent-charge - 4-1/2% - perpetual,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,5%,perpetual,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,4%,,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,5%,convertible - issued 1872,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,5%,convertible - issued 1874,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,5%,convertible - issued 1876,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,5%,convertible - issued 1879,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,5%,convertible - issued 1881,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,4%,issued 1889,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,4%,issued 1891,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great Central Railway,RL033,1913,31/12/1913,GM,20/02/1914,equity,preferred,5%,issued 1894,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,LD,13/01/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Great North of Scotland Railway,RL035,1913,31/12/1913,LD,13/01/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,LD,13/01/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,LD,13/01/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,LD,13/01/1914,equity,guaranteed,,,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,LD,13/01/1914,equity,preferred,A,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,LD,13/01/1914,equity,preferred,B,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,AU,27/01/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Great North of Scotland Railway,RL035,1913,31/12/1913,AU,27/01/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,AU,27/01/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,AU,27/01/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,AU,27/01/1914,equity,guaranteed,,,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,AU,27/01/1914,equity,preferred,A,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,AU,27/01/1914,equity,preferred,B,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,FC,27/01/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Great North of Scotland Railway,RL035,1913,31/12/1913,FC,27/01/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,FC,27/01/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Great North of Scotland Railway,RL035,1913,31/12/1913,FC,27/01/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
